State,Rating_Area,County,COUNTY2,Zip,Market_Geographic_Rating_Divisions,FFM,State_Abb,FIPS
Missouri,Rating Area 5,Monroe,MONROE,NULL,Counties,1,MO,29137
Missouri,Rating Area 5,Howard,HOWARD,NULL,Counties,1,MO,29089
Missouri,Rating Area 5,Boone,BOONE,NULL,Counties,1,MO,29019
Missouri,Rating Area 5,Audrain,AUDRAIN,NULL,Counties,1,MO,29007
Missouri,Rating Area 5,Cooper,COOPER,NULL,Counties,1,MO,29053
Missouri,Rating Area 5,Morgan,MORGAN,NULL,Counties,1,MO,29141
Missouri,Rating Area 5,Camden,CAMDEN,NULL,Counties,1,MO,29029
Missouri,Rating Area 5,Moniteau,MONITEAU,NULL,Counties,1,MO,29135
Missouri,Rating Area 5,Cole,COLE,NULL,Counties,1,MO,29051
Missouri,Rating Area 5,Miller,MILLER,NULL,Counties,1,MO,29131
Missouri,Rating Area 5,Callaway,CALLAWAY,NULL,Counties,1,MO,29027
Missouri,Rating Area 5,Osage,OSAGE,NULL,Counties,1,MO,29151
Missouri,Rating Area 5,Maries,MARIES,NULL,Counties,1,MO,29125
Missouri,Rating Area 5,Montgomery,MONTGOMERY,NULL,Counties,1,MO,29139
Missouri,Rating Area 5,Gasconade,GASCONADE,NULL,Counties,1,MO,29073
Missouri,Rating Area 6,Lincoln,LINCOLN,NULL,Counties,1,MO,29113
Missouri,Rating Area 6,Warren,WARREN,NULL,Counties,1,MO,29219
Missouri,Rating Area 6,St. Charles,SAINT CHARLES,NULL,Counties,1,MO,29183
Missouri,Rating Area 6,St. Louis,SAINT LOUIS,NULL,Counties,1,MO,29189
Missouri,Rating Area 6,St. Louis,SAINT LOUIS CITY,NULL,Counties,1,MO,29189
Missouri,Rating Area 6,Franklin,FRANKLIN,NULL,Counties,1,MO,29071
Missouri,Rating Area 6,Jefferson,JEFFERSON,NULL,Counties,1,MO,29099
Missouri,Rating Area 6,Washington,WASHINGTON,NULL,Counties,1,MO,29221
Missouri,Rating Area 6,St. Francois,SAINT FRANCOIS,NULL,Counties,1,MO,29187
Missouri,Rating Area 6,Ste. Genevieve,SAINT GENEVIEVE,NULL,Counties,1,MO,29186
Missouri,Rating Area 7,Barton,BARTON,NULL,Counties,1,MO,29011
Missouri,Rating Area 7,Jasper,JASPER,NULL,Counties,1,MO,29097
Missouri,Rating Area 7,Newton,NEWTON,NULL,Counties,1,MO,29145
Missouri,Rating Area 7,McDonald,MCDONALD,NULL,Counties,1,MO,29119
Missouri,Rating Area 8,Cedar,CEDAR,NULL,Counties,1,MO,29039
Missouri,Rating Area 8,Dade,DADE,NULL,Counties,1,MO,29057
Missouri,Rating Area 8,Lawrence,LAWRENCE,NULL,Counties,1,MO,29109
Missouri,Rating Area 8,Barry,BARRY,NULL,Counties,1,MO,29009
Missouri,Rating Area 8,Hickory,HICKORY,NULL,Counties,1,MO,29085
Missouri,Rating Area 8,Polk,POLK,NULL,Counties,1,MO,29167
Missouri,Rating Area 8,Greene,GREENE,NULL,Counties,1,MO,29077
Missouri,Rating Area 8,Christian,CHRISTIAN,NULL,Counties,1,MO,29043
Missouri,Rating Area 8,Stone,STONE,NULL,Counties,1,MO,29209
Missouri,Rating Area 8,Taney,TANEY,NULL,Counties,1,MO,29213
Missouri,Rating Area 8,Dallas,DALLAS,NULL,Counties,1,MO,29059
Missouri,Rating Area 8,Laclede,LACLEDE,NULL,Counties,1,MO,29105
Missouri,Rating Area 8,Webster,WEBSTER,NULL,Counties,1,MO,29225
Missouri,Rating Area 8,Wright,WRIGHT,NULL,Counties,1,MO,29229
Missouri,Rating Area 8,Douglas,DOUGLAS,NULL,Counties,1,MO,29067
Missouri,Rating Area 8,Ozark,OZARK,NULL,Counties,1,MO,29153
Missouri,Rating Area 9,Pulaski,PULASKI,NULL,Counties,1,MO,29169
Missouri,Rating Area 9,Phelps,PHELPS,NULL,Counties,1,MO,29161
Missouri,Rating Area 9,Crawford,CRAWFORD,NULL,Counties,1,MO,29055
Missouri,Rating Area 9,Texas,TEXAS,NULL,Counties,1,MO,29215
Missouri,Rating Area 9,Dent,DENT,NULL,Counties,1,MO,29065
Missouri,Rating Area 9,Reynolds,REYNOLDS,NULL,Counties,1,MO,29179
Missouri,Rating Area 9,Iron,IRON,NULL,Counties,1,MO,29093
Missouri,Rating Area 9,Shannon,SHANNON,NULL,Counties,1,MO,29203
Missouri,Rating Area 9,Carter,CARTER,NULL,Counties,1,MO,29035
Missouri,Rating Area 9,Howell,HOWELL,NULL,Counties,1,MO,29091
Missouri,Rating Area 9,Oregon,OREGON,NULL,Counties,1,MO,29149
Missouri,Rating Area 9,Ripley,RIPLEY,NULL,Counties,1,MO,29181
Missouri,Rating Area 10,Perry,PERRY,NULL,Counties,1,MO,29157
Missouri,Rating Area 10,Madison,MADISON,NULL,Counties,1,MO,29123
Missouri,Rating Area 10,Bollinger,BOLLINGER,NULL,Counties,1,MO,29017
Missouri,Rating Area 10,Cape Girardeau,CAPE GIRARDEAU,NULL,Counties,1,MO,29031
Missouri,Rating Area 10,Wayne,WAYNE,NULL,Counties,1,MO,29223
Missouri,Rating Area 10,Butler,BUTLER,NULL,Counties,1,MO,29023
Missouri,Rating Area 10,Stoddard,STODDARD,NULL,Counties,1,MO,29207
Missouri,Rating Area 10,Scott,SCOTT,NULL,Counties,1,MO,29201
Missouri,Rating Area 10,Mississippi,MISSISSIPPI,NULL,Counties,1,MO,29133
Missouri,Rating Area 10,New Madrid,NEW MADRID,NULL,Counties,1,MO,29143
Missouri,Rating Area 10,Pemiscot,PEMISCOT,NULL,Counties,1,MO,29155
Missouri,Rating Area 10,Dunklin,DUNKLIN,NULL,Counties,1,MO,29069
Montana,Rating Area 1,Musselshell,MUSSELSHELL,NULL,Counties,1,MT,30065
Montana,Rating Area 1,Yellowstone,YELLOWSTONE,NULL,Counties,1,MT,30111
Montana,Rating Area 1,Carbon,CARBON,NULL,Counties,1,MT,30009
Montana,Rating Area 1,Stillwater,STILLWATER,NULL,Counties,1,MT,30095
Montana,Rating Area 1,Sweet Grass,SWEET GRASS,NULL,Counties,1,MT,30097
Montana,Rating Area 2,Chouteau,CHOUTEAU,NULL,Counties,1,MT,30015
Montana,Rating Area 2,Teton,TETON,NULL,Counties,1,MT,30099
Montana,Rating Area 2,Lewis and Clark,LEWIS AND CLARK,NULL,Counties,1,MT,30049
Montana,Rating Area 2,Broadwater,BROADWATER,NULL,Counties,1,MT,30007
Montana,Rating Area 2,Jefferson,JEFFERSON,NULL,Counties,1,MT,30043
Montana,Rating Area 2,Deer Lodge,DEER LODGE,NULL,Counties,1,MT,30023
Montana,Rating Area 2,Silver Bow,SILVER BOW,NULL,Counties,1,MT,30093
Montana,Rating Area 2,Gallatin,GALLATIN,NULL,Counties,1,MT,30031
Montana,Rating Area 2,Cascade,CASCADE,NULL,Counties,1,MT,30013
Montana,Rating Area 2,Judith Basin,JUDITH BASIN,NULL,Counties,1,MT,30045
Montana,Rating Area 3,Flathead,FLATHEAD,NULL,Counties,1,MT,30029
Montana,Rating Area 3,Lake,LAKE,NULL,Counties,1,MT,30047
Montana,Rating Area 3,Missoula,MISSOULA,NULL,Counties,1,MT,30063
Montana,Rating Area 4,Beaverhead,BEAVERHEAD,NULL,Counties,1,MT,30001
Montana,Rating Area 4,Big Horn,BIG HORN,NULL,Counties,1,MT,30003
Montana,Rating Area 4,Blaine,BLAINE,NULL,Counties,1,MT,30005
Montana,Rating Area 4,Carter,CARTER,NULL,Counties,1,MT,30011
Montana,Rating Area 4,Custer,CUSTER,NULL,Counties,1,MT,30017
Montana,Rating Area 4,Daniels,DANIELS,NULL,Counties,1,MT,30019
Montana,Rating Area 4,Dawson,DAWSON,NULL,Counties,1,MT,30021
Montana,Rating Area 4,Fallon,FALLON,NULL,Counties,1,MT,30025
Montana,Rating Area 4,Fergus,FERGUS,NULL,Counties,1,MT,30027
Montana,Rating Area 4,Garfield,GARFIELD,NULL,Counties,1,MT,30033
Montana,Rating Area 4,Glacier,GLACIER,NULL,Counties,1,MT,30035
Montana,Rating Area 4,Golden Valley,GOLDEN VALLEY,NULL,Counties,1,MT,30037
Montana,Rating Area 4,Granite,GRANITE,NULL,Counties,1,MT,30039
Montana,Rating Area 4,Hill,HILL,NULL,Counties,1,MT,30041
Montana,Rating Area 4,Liberty,LIBERTY,NULL,Counties,1,MT,30051
Montana,Rating Area 4,Lincoln,LINCOLN,NULL,Counties,1,MT,30053
Montana,Rating Area 4,Madison,MADISON,NULL,Counties,1,MT,30057
Montana,Rating Area 4,McCone,MCCONE,NULL,Counties,1,MT,30055
Montana,Rating Area 4,Meagher,MEAGHER,NULL,Counties,1,MT,30059
Montana,Rating Area 4,Mineral,MINERAL,NULL,Counties,1,MT,30061
Montana,Rating Area 4,Park,PARK,NULL,Counties,1,MT,30067
Montana,Rating Area 4,Petroleum,PETROLEUM,NULL,Counties,1,MT,30069
Montana,Rating Area 4,Phillips,PHILLIPS,NULL,Counties,1,MT,30071
Montana,Rating Area 4,Pondera,PONDERA,NULL,Counties,1,MT,30073
Montana,Rating Area 4,Powder River,POWDER RIVER,NULL,Counties,1,MT,30075
Montana,Rating Area 4,Powell,POWELL,NULL,Counties,1,MT,30077
Montana,Rating Area 4,Prairie,PRAIRIE,NULL,Counties,1,MT,30079
Montana,Rating Area 4,Ravalli,RAVALLI,NULL,Counties,1,MT,30081
Montana,Rating Area 4,Richland,RICHLAND,NULL,Counties,1,MT,30083
Montana,Rating Area 4,Roosevelt,ROOSEVELT,NULL,Counties,1,MT,30085
Montana,Rating Area 4,Rosebud,ROSEBUD,NULL,Counties,1,MT,30087
Montana,Rating Area 4,Sanders,SANDERS,NULL,Counties,1,MT,30089
Montana,Rating Area 4,Sheridan,SHERIDAN,NULL,Counties,1,MT,30091
Montana,Rating Area 4,Toole,TOOLE,NULL,Counties,1,MT,30101
Montana,Rating Area 4,Treasure,TREASURE,NULL,Counties,1,MT,30103
Montana,Rating Area 4,Valley,VALLEY,NULL,Counties,1,MT,30105
Montana,Rating Area 4,Wheatland,WHEATLAND,NULL,Counties,1,MT,30107
Montana,Rating Area 4,Wibaux,WIBAUX,NULL,Counties,1,MT,30109
Nebraska,Rating Area 1,Burt,BURT,NULL,Counties,1,NE,31021
Nebraska,Rating Area 1,Dodge,DODGE,NULL,Counties,1,NE,31053
Nebraska,Rating Area 1,Douglas,DOUGLAS,NULL,Counties,1,NE,31055
Nebraska,Rating Area 1,Sarpy,SARPY,NULL,Counties,1,NE,31153
Nebraska,Rating Area 1,Saunders,SAUNDERS,NULL,Counties,1,NE,31155
Nebraska,Rating Area 1,Thurston,THURSTON,NULL,Counties,1,NE,31173
Nebraska,Rating Area 1,Washington,WASHINGTON,NULL,Counties,1,NE,31177
Nebraska,Rating Area 2,Cass,CASS,NULL,Counties,1,NE,31025
Nebraska,Rating Area 2,Fillmore,FILLMORE,NULL,Counties,1,NE,31059
Nebraska,Rating Area 2,Gage,GAGE,NULL,Counties,1,NE,31067
Nebraska,Rating Area 2,Jefferson,JEFFERSON,NULL,Counties,1,NE,31095
Nebraska,Rating Area 2,Johnson,JOHNSON,NULL,Counties,1,NE,31097
Nebraska,Rating Area 2,Lancaster,LANCASTER,NULL,Counties,1,NE,31109
Nebraska,Rating Area 2,Nemaha,NEMAHA,NULL,Counties,1,NE,31127
Nebraska,Rating Area 2,Otoe,OTOE,NULL,Counties,1,NE,31131
Nebraska,Rating Area 2,Pawnee,PAWNEE,NULL,Counties,1,NE,31133
Nebraska,Rating Area 2,Richardson,RICHARDSON,NULL,Counties,1,NE,31147
Nebraska,Rating Area 2,Saline,SALINE,NULL,Counties,1,NE,31151
Nebraska,Rating Area 2,Seward,SEWARD,NULL,Counties,1,NE,31159
Nebraska,Rating Area 2,Thayer,THAYER,NULL,Counties,1,NE,31169
Nebraska,Rating Area 2,York,YORK,NULL,Counties,1,NE,31185
Nebraska,Rating Area 3,Adams,ADAMS,NULL,Counties,1,NE,31001
Nebraska,Rating Area 3,Antelope,ANTELOPE,NULL,Counties,1,NE,31003
Nebraska,Rating Area 3,Blaine,BLAINE,NULL,Counties,1,NE,31009
Nebraska,Rating Area 3,Boone,BOONE,NULL,Counties,1,NE,31011
Nebraska,Rating Area 3,Boyd,BOYD,NULL,Counties,1,NE,31015
Nebraska,Rating Area 3,Buffalo,BUFFALO,NULL,Counties,1,NE,31019
Nebraska,Rating Area 3,Butler,BUTLER,NULL,Counties,1,NE,31023
Nebraska,Rating Area 3,Cedar,CEDAR,NULL,Counties,1,NE,31027
Nebraska,Rating Area 3,Clay,CLAY,NULL,Counties,1,NE,31035
Nebraska,Rating Area 3,Colfax,COLFAX,NULL,Counties,1,NE,31037
Nebraska,Rating Area 3,Cuming,CUMING,NULL,Counties,1,NE,31039
Nebraska,Rating Area 3,Custer,CUSTER,NULL,Counties,1,NE,31041
Nebraska,Rating Area 3,Dakota,DAKOTA,NULL,Counties,1,NE,31043
Nebraska,Rating Area 3,Dawson,DAWSON,NULL,Counties,1,NE,31047
Nebraska,Rating Area 3,Dixon,DIXON,NULL,Counties,1,NE,31051
Nebraska,Rating Area 3,Franklin,FRANKLIN,NULL,Counties,1,NE,31061
Nebraska,Rating Area 3,Furnas,FURNAS,NULL,Counties,1,NE,31065
Nebraska,Rating Area 3,Garfield,GARFIELD,NULL,Counties,1,NE,31071
Nebraska,Rating Area 3,Gosper,GOSPER,NULL,Counties,1,NE,31073
Nebraska,Rating Area 3,Greeley,GREELEY,NULL,Counties,1,NE,31077
Nebraska,Rating Area 3,Hall,HALL,NULL,Counties,1,NE,31079
Nebraska,Rating Area 3,Hamilton,HAMILTON,NULL,Counties,1,NE,31081
Nebraska,Rating Area 3,Harlan,HARLAN,NULL,Counties,1,NE,31083
Nebraska,Rating Area 3,Holt,HOLT,NULL,Counties,1,NE,31089
Nebraska,Rating Area 3,Howard,HOWARD,NULL,Counties,1,NE,31093
Nebraska,Rating Area 3,Kearney,KEARNEY,NULL,Counties,1,NE,31099
Nebraska,Rating Area 3,Keya Paha,KEYA PAHA,NULL,Counties,1,NE,31103
Nebraska,Rating Area 3,Knox,KNOX,NULL,Counties,1,NE,31107
Nebraska,Rating Area 3,Loup,LOUP,NULL,Counties,1,NE,31115
Nebraska,Rating Area 3,Madison,MADISON,NULL,Counties,1,NE,31119
Nebraska,Rating Area 3,Merrick,MERRICK,NULL,Counties,1,NE,31121
Nebraska,Rating Area 3,Nance,NANCE,NULL,Counties,1,NE,31125
Nebraska,Rating Area 3,Nuckolls,NUCKOLLS,NULL,Counties,1,NE,31129
Nebraska,Rating Area 3,Phelps,PHELPS,NULL,Counties,1,NE,31137
Nebraska,Rating Area 3,Pierce,PIERCE,NULL,Counties,1,NE,31139
Nebraska,Rating Area 3,Platte,PLATTE,NULL,Counties,1,NE,31141
Nebraska,Rating Area 3,Polk,POLK,NULL,Counties,1,NE,31143
Nebraska,Rating Area 3,Rock,ROCK,NULL,Counties,1,NE,31149
Nebraska,Rating Area 3,Sherman,SHERMAN,NULL,Counties,1,NE,31163
Nebraska,Rating Area 3,Stanton,STANTON,NULL,Counties,1,NE,31167
Nebraska,Rating Area 3,Valley,VALLEY,NULL,Counties,1,NE,31175
Nebraska,Rating Area 3,Wayne,WAYNE,NULL,Counties,1,NE,31179
Nebraska,Rating Area 3,Webster,WEBSTER,NULL,Counties,1,NE,31181
Nebraska,Rating Area 3,Wheeler,WHEELER,NULL,Counties,1,NE,31183
Nebraska,Rating Area 4,Arthur,ARTHUR,NULL,Counties,1,NE,31005
Nebraska,Rating Area 4,Banner,BANNER,NULL,Counties,1,NE,31007
Nebraska,Rating Area 4,Box Butte,BOX BUTTE,NULL,Counties,1,NE,31013
Nebraska,Rating Area 4,Brown,BROWN,NULL,Counties,1,NE,31017
Nebraska,Rating Area 4,Chase,CHASE,NULL,Counties,1,NE,31029
Nebraska,Rating Area 4,Cherry,CHERRY,NULL,Counties,1,NE,31031
Nebraska,Rating Area 4,Cheyenne,CHEYENNE,NULL,Counties,1,NE,31033
Nebraska,Rating Area 4,Dawes,DAWES,NULL,Counties,1,NE,31045
Nebraska,Rating Area 4,Deuel,DEUEL,NULL,Counties,1,NE,31049
Nebraska,Rating Area 4,Dundy,DUNDY,NULL,Counties,1,NE,31057
Nebraska,Rating Area 4,Frontier,FRONTIER,NULL,Counties,1,NE,31063
Nebraska,Rating Area 4,Garden,GARDEN,NULL,Counties,1,NE,31069
Nebraska,Rating Area 4,Grant,GRANT,NULL,Counties,1,NE,31075
Nebraska,Rating Area 4,Hayes,HAYES,NULL,Counties,1,NE,31085
Nebraska,Rating Area 4,Hitchcock,HITCHCOCK,NULL,Counties,1,NE,31087
Nebraska,Rating Area 4,Hooker,HOOKER,NULL,Counties,1,NE,31091
Nebraska,Rating Area 4,Keith,KEITH,NULL,Counties,1,NE,31101
Nebraska,Rating Area 4,Kimball,KIMBALL,NULL,Counties,1,NE,31105
Nebraska,Rating Area 4,Lincoln,LINCOLN,NULL,Counties,1,NE,31111
Nebraska,Rating Area 4,Logan,LOGAN,NULL,Counties,1,NE,31113
Nebraska,Rating Area 4,McPherson,MCPHERSON,NULL,Counties,1,NE,31117
Nebraska,Rating Area 4,Morrill,MORRILL,NULL,Counties,1,NE,31123
Nebraska,Rating Area 4,Perkins,PERKINS,NULL,Counties,1,NE,31135
Nebraska,Rating Area 4,Red Willow,RED WILLOW,NULL,Counties,1,NE,31145
Nebraska,Rating Area 4,Scotts Bluff,SCOTTS BLUFF,NULL,Counties,1,NE,31157
Nebraska,Rating Area 4,Sheridan,SHERIDAN,NULL,Counties,1,NE,31161
Nebraska,Rating Area 4,Sioux,SIOUX,NULL,Counties,1,NE,31165
Nebraska,Rating Area 4,Thomas,THOMAS,NULL,Counties,1,NE,31171
Nevada,Rating Area 1,Nye,NYE,NULL,Counties,0,NV,32023
Nevada,Rating Area 1,Clark,CLARK,NULL,Counties,0,NV,32003
Nevada,Rating Area 2,Washoe,WASHOE,NULL,Counties,0,NV,32031
Nevada,Rating Area 3,Carson City,CARSON CITY,NULL,Counties,0,NV,32510
Nevada,Rating Area 3,Douglas,DOUGLAS,NULL,Counties,0,NV,32005
Nevada,Rating Area 3,Lyon,LYON,NULL,Counties,0,NV,32019
Nevada,Rating Area 3,Storey,STOREY,NULL,Counties,0,NV,32029
Nevada,Rating Area 4,Esmeralda,ESMERALDA,NULL,Counties,0,NV,32009
Nevada,Rating Area 4,Eureka,EUREKA,NULL,Counties,0,NV,32011
Nevada,Rating Area 4,Humboldt,HUMBOLDT,NULL,Counties,0,NV,32013
Nevada,Rating Area 4,Lander,LANDER,NULL,Counties,0,NV,32015
Nevada,Rating Area 4,Lincoln,LINCOLN,NULL,Counties,0,NV,32017
Nevada,Rating Area 4,Elko,ELKO,NULL,Counties,0,NV,32007
Nevada,Rating Area 4,Mineral,MINERAL,NULL,Counties,0,NV,32021
Nevada,Rating Area 4,Pershing,PERSHING,NULL,Counties,0,NV,32027
Nevada,Rating Area 4,White Pine,WHITE PINE,NULL,Counties,0,NV,32033
Nevada,Rating Area 4,Churchill,CHURCHILL,NULL,Counties,0,NV,32001
New Hampshire,Rating Area 1,Rockingham,ROCKINGHAM,NULL,Counties,1,NH,33015
New Hampshire,Rating Area 1,Strafford,STRAFFORD,NULL,Counties,1,NH,33017
New Hampshire,Rating Area 1,Hillsborough,HILLSBOROUGH,NULL,Counties,1,NH,33011
New Hampshire,Rating Area 1,Belknap,BELKNAP,NULL,Counties,1,NH,33001
New Hampshire,Rating Area 1,Carroll,CARROLL,NULL,Counties,1,NH,33003
New Hampshire,Rating Area 1,Cheshire,CHESHIRE,NULL,Counties,1,NH,33005
New Hampshire,Rating Area 1,Coos,COOS,NULL,Counties,1,NH,33007
New Hampshire,Rating Area 1,Grafton,GRAFTON,NULL,Counties,1,NH,33009
New Hampshire,Rating Area 1,Merrimack,MERRIMACK,NULL,Counties,1,NH,33013
New Hampshire,Rating Area 1,Sullivan,SULLIVAN,NULL,Counties,1,NH,33019
New Jersey,Rating Area 1,Warren,WARREN,NULL,Counties,0,NJ,34041
New Jersey,Rating Area 1,Atlantic,ATLANTIC,NULL,Counties,0,NJ,34001
New Jersey,Rating Area 1,Bergen,BERGEN,NULL,Counties,0,NJ,34003
New Jersey,Rating Area 1,Essex,ESSEX,NULL,Counties,0,NJ,34013
New Jersey,Rating Area 1,Hudson,HUDSON,NULL,Counties,0,NJ,34017
New Jersey,Rating Area 1,Hunterdon,HUNTERDON,NULL,Counties,0,NJ,34019
New Jersey,Rating Area 1,Middlesex,MIDDLESEX,NULL,Counties,0,NJ,34023
New Jersey,Rating Area 1,Monmouth,MONMOUTH,NULL,Counties,0,NJ,34025
New Jersey,Rating Area 1,Morris,MORRIS,NULL,Counties,0,NJ,34027
New Jersey,Rating Area 1,Ocean,OCEAN,NULL,Counties,0,NJ,34029
New Jersey,Rating Area 1,Passaic,PASSAIC,NULL,Counties,0,NJ,34031
New Jersey,Rating Area 1,Somerset,SOMERSET,NULL,Counties,0,NJ,34035
New Jersey,Rating Area 1,Sussex,SUSSEX,NULL,Counties,0,NJ,34037
New Jersey,Rating Area 1,Union,UNION,NULL,Counties,0,NJ,34039
New Jersey,Rating Area 1,Cape May,CAPE MAY,NULL,Counties,0,NJ,34009
New Jersey,Rating Area 1,Burlington,BURLINGTON,NULL,Counties,0,NJ,34005
New Jersey,Rating Area 1,Camden,CAMDEN,NULL,Counties,0,NJ,34007
New Jersey,Rating Area 1,Gloucester,GLOUCESTER,NULL,Counties,0,NJ,34015
New Jersey,Rating Area 1,Salem,SALEM,NULL,Counties,0,NJ,34033
New Jersey,Rating Area 1,Mercer,MERCER,NULL,Counties,0,NJ,34021
New Jersey,Rating Area 1,Cumberland,CUMBERLAND,NULL,Counties,0,NJ,34011
New Mexico,Rating Area 1,Bernalillo,BERNALILLO,NULL,MSAs+1,0,NM,35001
New Mexico,Rating Area 1,Sandoval,SANDOVAL,NULL,MSAs+1,0,NM,35043
New Mexico,Rating Area 1,Torrance,TORRANCE,NULL,MSAs+1,0,NM,35057
New Mexico,Rating Area 1,Valencia,VALENCIA,NULL,MSAs+1,0,NM,35061
New Mexico,Rating Area 2,San Juan,SAN JUAN,NULL,MSAs+1,0,NM,35045
New Mexico,Rating Area 3,Dona Ana,DONA ANA,NULL,MSAs+1,0,NM,35013
New Mexico,Rating Area 4,Santa Fe,SANTA FE,NULL,MSAs+1,0,NM,35049
New Mexico,Rating Area 5,Catron,CATRON,NULL,MSAs+1,0,NM,35003
New Mexico,Rating Area 5,Chaves,CHAVES,NULL,MSAs+1,0,NM,35005
New Mexico,Rating Area 5,Cibola,CIBOLA,NULL,MSAs+1,0,NM,35006
New Mexico,Rating Area 5,Colfax,COLFAX,NULL,MSAs+1,0,NM,35007
New Mexico,Rating Area 5,Curry,CURRY,NULL,MSAs+1,0,NM,35009
New Mexico,Rating Area 5,De Baca,DEBACA,NULL,MSAs+1,0,NM,35011
New Mexico,Rating Area 5,Eddy,EDDY,NULL,MSAs+1,0,NM,35015
New Mexico,Rating Area 5,Grant,GRANT,NULL,MSAs+1,0,NM,35017
New Mexico,Rating Area 5,Guadalupe,GUADALUPE,NULL,MSAs+1,0,NM,35019
New Mexico,Rating Area 5,Harding,HARDING,NULL,MSAs+1,0,NM,35021
New Mexico,Rating Area 5,Hidalgo,HIDALGO,NULL,MSAs+1,0,NM,35023
New Mexico,Rating Area 5,Lea,LEA,NULL,MSAs+1,0,NM,35025
New Mexico,Rating Area 5,Lincoln,LINCOLN,NULL,MSAs+1,0,NM,35027
New Mexico,Rating Area 5,Los Alamos,LOS ALAMOS,NULL,MSAs+1,0,NM,35028
New Mexico,Rating Area 5,Luna,LUNA,NULL,MSAs+1,0,NM,35029
New Mexico,Rating Area 5,McKinley,MCKINLEY,NULL,MSAs+1,0,NM,35031
New Mexico,Rating Area 5,Mora,MORA,NULL,MSAs+1,0,NM,35033
New Mexico,Rating Area 5,Otero,OTERO,NULL,MSAs+1,0,NM,35035
New Mexico,Rating Area 5,Quay,QUAY,NULL,MSAs+1,0,NM,35037
New Mexico,Rating Area 5,Rio Arriba,RIO ARRIBA,NULL,MSAs+1,0,NM,35039
New Mexico,Rating Area 5,Roosevelt,ROOSEVELT,NULL,MSAs+1,0,NM,35041
New Mexico,Rating Area 5,San Miguel,SAN MIGUEL,NULL,MSAs+1,0,NM,35047
New Mexico,Rating Area 5,Sierra,SIERRA,NULL,MSAs+1,0,NM,35051
New Mexico,Rating Area 5,Socorro,SOCORRO,NULL,MSAs+1,0,NM,35053
New Mexico,Rating Area 5,Taos,TAOS,NULL,MSAs+1,0,NM,35055
New Mexico,Rating Area 5,Union,UNION,NULL,MSAs+1,0,NM,35059
New York,Rating Area 1,Albany,ALBANY,NULL,Counties,0,NY,36001
New York,Rating Area 1,Rensselaer,RENSSELAER,NULL,Counties,0,NY,36083
New York,Rating Area 1,Saratoga,SARATOGA,NULL,Counties,0,NY,36091
New York,Rating Area 1,Schenectady,SCHENECTADY,NULL,Counties,0,NY,36093
New York,Rating Area 1,Columbia,COLUMBIA,NULL,Counties,0,NY,36021
New York,Rating Area 1,Fulton,FULTON,NULL,Counties,0,NY,36035
New York,Rating Area 1,Greene,GREENE,NULL,Counties,0,NY,36039
New York,Rating Area 1,Montgomery,MONTGOMERY,NULL,Counties,0,NY,36057
New York,Rating Area 1,Warren,WARREN,NULL,Counties,0,NY,36113
New York,Rating Area 1,Washington,WASHINGTON,NULL,Counties,0,NY,36115
New York,Rating Area 1,Schoharie,SCHOHARIE,NULL,Counties,0,NY,36095
New York,Rating Area 2,Allegany,ALLEGANY,NULL,Counties,0,NY,36003
New York,Rating Area 2,Cattaraugus,CATTARAUGUS,NULL,Counties,0,NY,36009
New York,Rating Area 2,Chautauqua,CHAUTAUQUA,NULL,Counties,0,NY,36013
New York,Rating Area 2,Erie,ERIE,NULL,Counties,0,NY,36029
New York,Rating Area 2,Genesee,GENESEE,NULL,Counties,0,NY,36037
New York,Rating Area 2,Niagara,NIAGARA,NULL,Counties,0,NY,36063
New York,Rating Area 2,Orleans,ORLEANS,NULL,Counties,0,NY,36073
New York,Rating Area 2,Wyoming,WYOMING,NULL,Counties,0,NY,36121
New York,Rating Area 3,Delaware,DELEWARE,NULL,Counties,0,NY,36025
New York,Rating Area 3,Dutchess,DUTCHESS,NULL,Counties,0,NY,36027
New York,Rating Area 3,Orange,ORANGE,NULL,Counties,0,NY,36071
New York,Rating Area 3,Putnam,PUTNAM,NULL,Counties,0,NY,36079
New York,Rating Area 3,Sullivan,SULLIVAN,NULL,Counties,0,NY,36105
New York,Rating Area 3,Ulster,ULSTER,NULL,Counties,0,NY,36111
New York,Rating Area 4,Queens,QUEENS,NULL,Counties,0,NY,36081
New York,Rating Area 4,Richmond,RICHMOND,NULL,Counties,0,NY,36085
New York,Rating Area 4,Rockland,ROCKLAND,NULL,Counties,0,NY,36087
New York,Rating Area 4,New York,NEW YORK,NULL,Counties,0,NY,36061
New York,Rating Area 4,Kings,KINGS,NULL,Counties,0,NY,36047
New York,Rating Area 4,Bronx,BRONX,NULL,Counties,0,NY,36005
New York,Rating Area 4,Westchester,WESTCHESTER,NULL,Counties,0,NY,36119
New York,Rating Area 5,Livingston,LIVINGSTON,NULL,Counties,0,NY,36051
New York,Rating Area 5,Monroe,MONROE,NULL,Counties,0,NY,36055
New York,Rating Area 5,Ontario,ONTARIO,NULL,Counties,0,NY,36069
New York,Rating Area 5,Seneca,SENECA,NULL,Counties,0,NY,36099
New York,Rating Area 5,Wayne,WAYNE,NULL,Counties,0,NY,36117
New York,Rating Area 5,Yates,YATES,NULL,Counties,0,NY,36123
New York,Rating Area 6,Onondaga,ONONDAGA,NULL,Counties,0,NY,36067
