SRVC_CD,SRVC_TYPE_CD,SRVC_CD_EFCTV_STRT_DT,SRVC_CD_EFCTV_END_DT,CPT_HCPCSELGBL_RISKADJSTMT_IND
G0166,03,2014-01-01,9999-12-31,N
G0168,03,2014-01-01,9999-12-31,N
G0173,03,2014-01-01,2014-12-31,N
G0175,03,2014-01-01,9999-12-31,N
G0176,03,2014-01-01,9999-12-31,N
G0177,03,2014-01-01,9999-12-31,N
G0179,03,2014-01-01,9999-12-31,N
G0180,03,2014-01-01,9999-12-31,N
G0181,03,2014-01-01,9999-12-31,N
G0182,03,2014-01-01,9999-12-31,N
G0186,03,2014-01-01,9999-12-31,Y
G0202,03,2014-01-01,2017-12-31,N
G0204,03,2014-01-01,2017-12-31,N
G0206,03,2014-01-01,2017-12-31,N
G0219,03,2014-01-01,9999-12-31,N
G0235,03,2014-01-01,9999-12-31,N
G0237,03,2014-01-01,9999-12-31,N
G0238,03,2014-01-01,9999-12-31,N
G0239,03,2014-01-01,9999-12-31,N
G0245,03,2014-01-01,9999-12-31,Y
G0246,03,2014-01-01,9999-12-31,Y
G0247,03,2014-01-01,9999-12-31,N
G0248,03,2014-01-01,9999-12-31,Y
G0249,03,2014-01-01,9999-12-31,Y
G0250,03,2014-01-01,9999-12-31,Y
G0251,03,2014-01-01,2014-12-31,N
G0252,03,2014-01-01,9999-12-31,N
G0255,03,2014-01-01,9999-12-31,N
G0257,03,2014-01-01,9999-12-31,Y
G0259,03,2014-01-01,9999-12-31,Y
G0260,03,2014-01-01,9999-12-31,Y
G0268,03,2014-01-01,9999-12-31,Y
G0269,03,2014-01-01,9999-12-31,N
G0270,03,2014-01-01,9999-12-31,N
G0271,03,2014-01-01,9999-12-31,N
G0276,03,2014-01-09,9999-12-31,Y
G0277,03,2015-01-01,9999-12-31,N
G0278,03,2014-01-01,9999-12-31,N
G0279,03,2015-01-01,9999-12-31,N
G0281,03,2014-01-01,9999-12-31,N
G0282,03,2014-01-01,9999-12-31,N
G0283,03,2014-01-01,9999-12-31,N
G0288,03,2014-01-01,9999-12-31,N
G0289,03,2014-01-01,9999-12-31,N
G0293,03,2014-01-01,9999-12-31,N
G0294,03,2014-01-01,9999-12-31,N
G0295,03,2014-01-01,9999-12-31,N
G0296,03,2015-02-05,9999-12-31,N
G0297,03,2015-02-05,2020-12-31,N
G0298,03,2015-04-13,2016-12-31,N
G0299,03,2015-11-02,9999-12-31,N
G0300,03,2015-11-02,9999-12-31,N
G0302,03,2014-01-01,9999-12-31,N
G0303,03,2014-01-01,9999-12-31,N
G0304,03,2014-01-01,9999-12-31,N
G0305,03,2014-01-01,9999-12-31,N
G0306,03,2014-01-01,9999-12-31,N
G0307,03,2014-01-01,9999-12-31,N
G0328,03,2014-01-01,9999-12-31,N
G0329,03,2014-01-01,9999-12-31,N
G0333,03,2014-01-01,9999-12-31,N
G0337,03,2014-01-01,9999-12-31,N
G0339,03,2014-01-01,9999-12-31,Y
G0340,03,2014-01-01,9999-12-31,Y
G0341,03,2014-01-01,9999-12-31,Y
G0342,03,2014-01-01,9999-12-31,Y
G0343,03,2014-01-01,9999-12-31,Y
G0364,03,2014-01-01,2017-12-31,N
G0365,03,2014-01-01,2019-12-31,N
G0372,03,2014-01-01,9999-12-31,N
G0378,03,2014-01-01,9999-12-31,Y
G0379,03,2014-01-01,9999-12-31,Y
G0380,03,2014-01-01,9999-12-31,Y
G0381,03,2014-01-01,9999-12-31,Y
G0382,03,2014-01-01,9999-12-31,Y
G0383,03,2014-01-01,9999-12-31,Y
G0384,03,2014-01-01,9999-12-31,Y
G0389,03,2014-01-01,2016-12-31,N
G0390,03,2014-01-01,9999-12-31,N
G0396,03,2014-01-01,9999-12-31,Y
G0397,03,2014-01-01,9999-12-31,Y
G0398,03,2014-01-01,9999-12-31,N
G0399,03,2014-01-01,9999-12-31,N
G0400,03,2014-01-01,9999-12-31,N
G0402,03,2014-01-01,9999-12-31,Y
G0403,03,2014-01-01,9999-12-31,N
G0404,03,2014-01-01,9999-12-31,N
G0405,03,2014-01-01,9999-12-31,N
G0406,03,2014-01-01,9999-12-31,Y
G0407,03,2014-01-01,9999-12-31,Y
G0408,03,2014-01-01,9999-12-31,Y
G0409,03,2014-01-01,9999-12-31,Y
G0410,03,2014-01-01,9999-12-31,N
G0411,03,2014-01-01,9999-12-31,N
G0412,03,2014-01-01,9999-12-31,Y
G0413,03,2014-01-01,9999-12-31,Y
G0414,03,2014-01-01,9999-12-31,Y
G0415,03,2014-01-01,9999-12-31,Y
G0416,03,2014-01-01,9999-12-31,N
G0417,03,2014-01-01,2014-12-31,N
G0418,03,2014-01-01,2014-12-31,N
G0419,03,2014-01-01,2014-12-31,N
G0420,03,2014-01-01,9999-12-31,N
G0421,03,2014-01-01,9999-12-31,N
G0422,03,2014-01-01,9999-12-31,N
G0423,03,2014-01-01,9999-12-31,N
G0424,03,2014-01-01,2021-12-31,N
G0425,03,2014-01-01,9999-12-31,Y
G0426,03,2014-01-01,9999-12-31,Y
G0427,03,2014-01-01,9999-12-31,Y
G0428,03,2014-01-01,9999-12-31,Y
G0429,03,2014-01-01,9999-12-31,Y
G0430,03,2014-01-01,2015-12-31,N
G0431,03,2014-01-01,2015-12-31,N
G0432,03,2014-01-01,9999-12-31,N
G0433,03,2014-01-01,9999-12-31,N
G0434,03,2014-01-01,2015-12-31,N
G0435,03,2014-01-01,9999-12-31,N
G0436,03,2014-01-01,2016-09-30,N
G0437,03,2014-01-01,2016-09-30,N
G0438,03,2014-01-01,9999-12-31,Y
G0439,03,2014-01-01,9999-12-31,Y
G0442,03,2014-01-01,9999-12-31,N
G0443,03,2014-01-01,9999-12-31,Y
G0444,03,2014-01-01,9999-12-31,N
G0445,03,2014-01-01,9999-12-31,N
G0446,03,2014-01-01,9999-12-31,Y
G0447,03,2014-01-01,9999-12-31,Y
G0448,03,2014-01-01,9999-12-31,Y
G0451,03,2014-01-01,9999-12-31,N
G0452,03,2014-01-01,9999-12-31,N
G0453,03,2014-01-01,9999-12-31,N
G0454,03,2014-01-01,9999-12-31,N
G0455,03,2014-01-01,9999-12-31,Y
G0456,03,2014-01-01,2014-12-31,N
G0457,03,2014-01-01,2014-12-31,N
G0458,03,2014-01-01,9999-12-31,N
G0459,03,2014-01-01,9999-12-31,Y
G0460,03,2014-01-01,9999-12-31,Y
G0461,03,2014-01-01,2014-12-31,N
G0462,03,2014-01-01,2014-12-31,N
G0463,03,2014-01-01,9999-12-31,Y
G0464,03,2014-10-09,2015-12-31,N
G0466,03,2014-10-01,9999-12-31,Y
G0467,03,2014-10-01,9999-12-31,Y
G0468,03,2014-10-01,9999-12-31,Y
G0469,03,2014-10-01,9999-12-31,Y
G0470,03,2014-10-01,9999-12-31,Y
G0471,03,2014-04-01,9999-12-31,N
G0472,03,2014-06-02,9999-12-31,N
G0473,03,2015-01-01,9999-12-31,Y
G0475,03,2015-04-13,9999-12-31,N
G0476,03,2015-07-09,9999-12-31,N
G0477,03,2016-01-01,2016-12-31,N
G0478,03,2016-01-01,2016-12-31,N
G0479,03,2016-01-01,2016-12-31,N
G0480,03,2016-01-01,9999-12-31,N
G0481,03,2016-01-01,9999-12-31,N
G0482,03,2016-01-01,9999-12-31,N
G0483,03,2016-01-01,9999-12-31,N
G0490,03,2016-04-01,9999-12-31,N
G0491,03,2017-01-01,9999-12-31,Y
G0492,03,2017-01-01,9999-12-31,Y
G0493,03,2017-01-01,9999-12-31,N
G0494,03,2017-01-01,9999-12-31,N
G0495,03,2017-01-01,9999-12-31,N
G0496,03,2017-01-01,9999-12-31,N
G0498,03,2016-01-01,9999-12-31,Y
G0499,03,2016-09-28,9999-12-31,N
G0500,03,2017-01-01,9999-12-31,N
G0501,03,2017-01-01,9999-12-31,N
G0502,03,2017-01-01,2017-12-31,N
G0503,03,2017-01-01,2017-12-31,N
G0504,03,2017-01-01,2017-12-31,N
G0505,03,2017-01-01,2017-12-31,N
G0506,03,2017-01-01,9999-12-31,N
G0507,03,2017-01-01,2017-12-31,N
G0508,03,2017-01-01,9999-12-31,Y
G0509,03,2017-01-01,9999-12-31,Y
G0511,03,2018-01-01,9999-12-31,Y
G0512,03,2018-01-01,9999-12-31,Y
G0513,03,2018-01-01,9999-12-31,N
G0514,03,2018-01-01,9999-12-31,N
G0515,03,2018-01-01,2019-12-31,N
G0516,03,2018-01-01,9999-12-31,Y
G0517,03,2018-01-01,9999-12-31,Y
G0518,03,2018-01-01,9999-12-31,Y
G0659,03,2017-01-01,9999-12-31,N
G0908,03,2014-01-01,2014-12-31,N
G0909,03,2014-01-01,2014-12-31,N
G0910,03,2014-01-01,2014-12-31,N
G0913,03,2014-01-01,9999-12-31,N
G0914,03,2014-01-01,9999-12-31,N
G0915,03,2014-01-01,9999-12-31,N
G0916,03,2014-01-01,9999-12-31,N
G0917,03,2014-01-01,9999-12-31,N
G0918,03,2014-01-01,9999-12-31,N
G0919,03,2014-01-01,2014-12-31,N
G0920,03,2014-01-01,2014-12-31,N
G0921,03,2014-01-01,2014-12-31,N
G0922,03,2014-01-01,2014-12-31,N
G3001,03,2014-01-01,2016-12-31,N
G6001,03,2015-01-01,9999-12-31,N
G6002,03,2015-01-01,9999-12-31,N
G6003,03,2015-01-01,9999-12-31,N
G6004,03,2015-01-01,9999-12-31,N
G6005,03,2015-01-01,9999-12-31,N
G6006,03,2015-01-01,9999-12-31,N
G6007,03,2015-01-01,9999-12-31,N
G6008,03,2015-01-01,9999-12-31,N
G6009,03,2015-01-01,9999-12-31,N
G6010,03,2015-01-01,9999-12-31,N
G6011,03,2015-01-01,9999-12-31,N
G6012,03,2015-01-01,9999-12-31,N
G6013,03,2015-01-01,9999-12-31,N
G6014,03,2015-01-01,9999-12-31,N
G6015,03,2015-01-01,9999-12-31,N
G6016,03,2015-01-01,9999-12-31,N
G6017,03,2015-01-01,9999-12-31,N
G6018,03,2015-01-01,2015-12-31,N
G6019,03,2015-01-01,2015-12-31,N
G6020,03,2015-01-01,2015-12-31,N
G6021,03,2015-01-01,2015-12-31,N
G6022,03,2015-01-01,2015-12-31,N
G6023,03,2015-01-01,2015-12-31,N
G6024,03,2015-01-01,2015-12-31,N
G6025,03,2015-01-01,2015-12-31,N
G6027,03,2015-01-01,2015-12-31,N
G6028,03,2015-01-01,2015-12-31,N
G6030,03,2015-01-01,2015-12-31,N
G6031,03,2015-01-01,2015-12-31,N
G6032,03,2015-01-01,2015-12-31,N
G6034,03,2015-01-01,2015-12-31,N
G6035,03,2015-01-01,2015-12-31,N
G6036,03,2015-01-01,2015-12-31,N
G6037,03,2015-01-01,2015-12-31,N
G6038,03,2015-01-01,2015-12-31,N
G6039,03,2015-01-01,2015-12-31,N
G6040,03,2015-01-01,2015-12-31,N
G6041,03,2015-01-01,2015-12-31,N
G6042,03,2015-01-01,2015-12-31,N
G6043,03,2015-01-01,2015-12-31,N
G6044,03,2015-01-01,2015-12-31,N
G6045,03,2015-01-01,2015-12-31,N
G6046,03,2015-01-01,2015-12-31,N
G6047,03,2015-01-01,2015-12-31,N
G6048,03,2015-01-01,2015-12-31,N
G6049,03,2015-01-01,2015-12-31,N
G6050,03,2015-01-01,2015-12-31,N
G6051,03,2015-01-01,2015-12-31,N
G6052,03,2015-01-01,2015-12-31,N
G6053,03,2015-01-01,2015-12-31,N
G6054,03,2015-01-01,2015-12-31,N
G6055,03,2015-01-01,2015-12-31,N
G6056,03,2015-01-01,2015-12-31,N
G6057,03,2015-01-01,2015-12-31,N
G6058,03,2015-01-01,2015-12-31,N
G8006,03,2014-01-01,2015-12-31,N
G8007,03,2014-01-01,2015-12-31,N
G8008,03,2014-01-01,2015-12-31,N
G8009,03,2014-01-01,2015-12-31,N
G8010,03,2014-01-01,2015-12-31,N
G8011,03,2014-01-01,2015-12-31,N
G8012,03,2014-01-01,2015-12-31,N
G8013,03,2014-01-01,2015-12-31,N
G8014,03,2014-01-01,2015-12-31,N
G8015,03,2014-01-01,2015-12-31,N
G8016,03,2014-01-01,2015-12-31,N
G8017,03,2014-01-01,2015-12-31,N
G8018,03,2014-01-01,2015-12-31,N
G8019,03,2014-01-01,2015-12-31,N
G8020,03,2014-01-01,2015-12-31,N
G8021,03,2014-01-01,2015-12-31,N
G8022,03,2014-01-01,2015-12-31,N
G8023,03,2014-01-01,2015-12-31,N
G8024,03,2014-01-01,2015-12-31,N
G8025,03,2014-01-01,2015-12-31,N
G8026,03,2014-01-01,2015-12-31,N
G8027,03,2014-01-01,2015-12-31,N
G8028,03,2014-01-01,2015-12-31,N
G8029,03,2014-01-01,2015-12-31,N
G8030,03,2014-01-01,2015-12-31,N
G8031,03,2014-01-01,2015-12-31,N
G8032,03,2014-01-01,2015-12-31,N
G8033,03,2014-01-01,2015-12-31,N
G8034,03,2014-01-01,2015-12-31,N
G8035,03,2014-01-01,2015-12-31,N
G8036,03,2014-01-01,2015-12-31,N
G8037,03,2014-01-01,2015-12-31,N
G8038,03,2014-01-01,2015-12-31,N
G8039,03,2014-01-01,2015-12-31,N
G8040,03,2014-01-01,2015-12-31,N
G8041,03,2014-01-01,2015-12-31,N
G8051,03,2014-01-01,2015-12-31,N
G8052,03,2014-01-01,2015-12-31,N
G8053,03,2014-01-01,2015-12-31,N
G8054,03,2014-01-01,2015-12-31,N
G8055,03,2014-01-01,2015-12-31,N
G8056,03,2014-01-01,2015-12-31,N
G8057,03,2014-01-01,2015-12-31,N
G8058,03,2014-01-01,2015-12-31,N
G8059,03,2014-01-01,2015-12-31,N
G8060,03,2014-01-01,2015-12-31,N
G8061,03,2014-01-01,2015-12-31,N
G8062,03,2014-01-01,2015-12-31,N
G8075,03,2014-01-01,2015-12-31,N
G8076,03,2014-01-01,2015-12-31,N
G8077,03,2014-01-01,2015-12-31,N
G8078,03,2014-01-01,2015-12-31,N
G8079,03,2014-01-01,2015-12-31,N
G8080,03,2014-01-01,2015-12-31,N
G8081,03,2014-01-01,2015-12-31,N
G8082,03,2014-01-01,2015-12-31,N
G8085,03,2014-01-01,2015-12-31,N
G8093,03,2014-01-01,2015-12-31,N
G8094,03,2014-01-01,2015-12-31,N
G8099,03,2014-01-01,2015-12-31,N
G8100,03,2014-01-01,2015-12-31,N
G8103,03,2014-01-01,2015-12-31,N
G8104,03,2014-01-01,2015-12-31,N
G8106,03,2014-01-01,2015-12-31,N
G8107,03,2014-01-01,2015-12-31,N
G8108,03,2014-01-01,2015-12-31,N
G8109,03,2014-01-01,2015-12-31,N
G8110,03,2014-01-01,2015-12-31,N
G8111,03,2014-01-01,2015-12-31,N
G8112,03,2014-01-01,2015-12-31,N
G8113,03,2014-01-01,2015-12-31,N
G8114,03,2014-01-01,2015-12-31,N
G8115,03,2014-01-01,2015-12-31,N
G8116,03,2014-01-01,2015-12-31,N
G8117,03,2014-01-01,2015-12-31,N
G8126,03,2014-01-01,2014-12-31,N
G8127,03,2014-01-01,2014-12-31,N
G8128,03,2014-01-01,2014-12-31,N
G8129,03,2014-01-01,2015-12-31,N
G8130,03,2014-01-01,2015-12-31,N
G8131,03,2014-01-01,2015-12-31,N
G8152,03,2014-01-01,2015-12-31,N
G8153,03,2014-01-01,2015-12-31,N
G8154,03,2014-01-01,2015-12-31,N
G8155,03,2014-01-01,2015-12-31,N
G8156,03,2014-01-01,2015-12-31,N
G8157,03,2014-01-01,2015-12-31,N
G8159,03,2014-01-01,2015-12-31,N
G8162,03,2014-01-01,2015-12-31,N
G8164,03,2014-01-01,2015-12-31,N
G8165,03,2014-01-01,2015-12-31,N
G8166,03,2014-01-01,2015-12-31,N
G8167,03,2014-01-01,2015-12-31,N
G8170,03,2014-01-01,2015-12-31,N
G8171,03,2014-01-01,2015-12-31,N
G8172,03,2014-01-01,2015-12-31,N
G8182,03,2014-01-01,2015-12-31,N
G8183,03,2014-01-01,2015-12-31,N
G8184,03,2014-01-01,2015-12-31,N
G8185,03,2014-01-01,2015-12-31,N
G8186,03,2014-01-01,2015-12-31,N
G8193,03,2014-01-01,2015-12-31,N
G8196,03,2014-01-01,2015-12-31,N
G8200,03,2014-01-01,2015-12-31,N
G8204,03,2014-01-01,2015-12-31,N
G8209,03,2014-01-01,2015-12-31,N
G8214,03,2014-01-01,2015-12-31,N
G8217,03,2014-01-01,2015-12-31,N
G8219,03,2014-01-01,2015-12-31,N
G8220,03,2014-01-01,2015-12-31,N
G8221,03,2014-01-01,2015-12-31,N
G8223,03,2014-01-01,2015-12-31,N
G8226,03,2014-01-01,2015-12-31,N
G8231,03,2014-01-01,2015-12-31,N
G8234,03,2014-01-01,2015-12-31,N
G8238,03,2014-01-01,2015-12-31,N
G8240,03,2014-01-01,2015-12-31,N
G8243,03,2014-01-01,2015-12-31,N
G8246,03,2014-01-01,2015-12-31,N
G8248,03,2014-01-01,2015-12-31,N
G8251,03,2014-01-01,2015-12-31,N
G8254,03,2014-01-01,2015-12-31,N
G8257,03,2014-01-01,2015-12-31,N
G8260,03,2014-01-01,2015-12-31,N
G8263,03,2014-01-01,2015-12-31,N
G8266,03,2014-01-01,2015-12-31,N
G8268,03,2014-01-01,2015-12-31,N
G8271,03,2014-01-01,2015-12-31,N
G8274,03,2014-01-01,2015-12-31,N
G8276,03,2014-01-01,2015-12-31,N
G8279,03,2014-01-01,2015-12-31,N
G8282,03,2014-01-01,2015-12-31,N
G8285,03,2014-01-01,2015-12-31,N
G8289,03,2014-01-01,2015-12-31,N
G8293,03,2014-01-01,2015-12-31,N
G8296,03,2014-01-01,2015-12-31,N
G8298,03,2014-01-01,2015-12-31,N
G8299,03,2014-01-01,2015-12-31,N
G8302,03,2014-01-01,2015-12-31,N
G8303,03,2014-01-01,2015-12-31,N
G8304,03,2014-01-01,2015-12-31,N
G8305,03,2014-01-01,2015-12-31,N
G8306,03,2014-01-01,2015-12-31,N
G8307,03,2014-01-01,2015-12-31,N
G8308,03,2014-01-01,2015-12-31,N
G8310,03,2014-01-01,2015-12-31,N
G8314,03,2014-01-01,2015-12-31,N
G8318,03,2014-01-01,2015-12-31,N
G8322,03,2014-01-01,2015-12-31,N
G8326,03,2014-01-01,2015-12-31,N
G8330,03,2014-01-01,2015-12-31,N
G8334,03,2014-01-01,2015-12-31,N
G8338,03,2014-01-01,2015-12-31,N
G8341,03,2014-01-01,2015-12-31,N
G8345,03,2014-01-01,2015-12-31,N
G8351,03,2014-01-01,2015-12-31,N
G8354,03,2014-01-01,2015-12-31,N
G8357,03,2014-01-01,2015-12-31,N
G8360,03,2014-01-01,2015-12-31,N
G8362,03,2014-01-01,2015-12-31,N
G8365,03,2014-01-01,2015-12-31,N
G8367,03,2014-01-01,2015-12-31,N
G8370,03,2014-01-01,2015-12-31,N
G8371,03,2014-01-01,2015-12-31,N
G8372,03,2014-01-01,2015-12-31,N
G8373,03,2014-01-01,2015-12-31,N
G8374,03,2014-01-01,2015-12-31,N
G8375,03,2014-01-01,2015-12-31,N
G8376,03,2014-01-01,2015-12-31,N
G8377,03,2014-01-01,2015-12-31,N
G8378,03,2014-01-01,2015-12-31,N
G8379,03,2014-01-01,2015-12-31,N
G8380,03,2014-01-01,2015-12-31,N
G8381,03,2014-01-01,2015-12-31,N
G8382,03,2014-01-01,2015-12-31,N
G8383,03,2014-01-01,2015-12-31,N
G8384,03,2014-01-01,2015-12-31,N
G8385,03,2014-01-01,2015-12-31,N
G8386,03,2014-01-01,2015-12-31,N
G8387,03,2014-01-01,2015-12-31,N
G8388,03,2014-01-01,2015-12-31,N
G8389,03,2014-01-01,2015-12-31,N
G8390,03,2014-01-01,2015-12-31,N
G8391,03,2014-01-01,2015-12-31,N
G8395,03,2014-01-01,9999-12-31,N
G8396,03,2014-01-01,9999-12-31,N
G8397,03,2014-01-01,9999-12-31,N
G8398,03,2014-01-01,2020-12-31,N
G8399,03,2014-01-01,9999-12-31,N
G8400,03,2014-01-01,9999-12-31,N
G8401,03,2014-01-01,2016-12-31,N
G8402,03,2014-01-01,2015-12-31,N
G8403,03,2014-01-01,2015-12-31,N
G8404,03,2014-01-01,9999-12-31,N
G8405,03,2014-01-01,9999-12-31,N
G8406,03,2014-01-01,2014-12-31,N
G8407,03,2014-01-01,2015-12-31,N
G8408,03,2014-01-01,2015-12-31,N
G8409,03,2014-01-01,2015-12-31,N
G8410,03,2014-01-01,9999-12-31,N
G8415,03,2014-01-01,9999-12-31,N
G8416,03,2014-01-01,9999-12-31,N
G8417,03,2014-01-01,9999-12-31,N
G8418,03,2014-01-01,9999-12-31,N
G8419,03,2014-01-01,9999-12-31,N
G8420,03,2014-01-01,9999-12-31,N
G8421,03,2014-01-01,9999-12-31,N
G8422,03,2014-01-01,2021-12-31,N
G8423,03,2014-01-01,2015-12-31,N
G8424,03,2014-01-01,2015-12-31,N
G8425,03,2014-01-01,2015-12-31,N
G8426,03,2014-01-01,2015-12-31,N
G8427,03,2014-01-01,9999-12-31,N
G8428,03,2014-01-01,9999-12-31,N
G8429,03,2014-01-01,2015-12-31,N
G8430,03,2014-01-01,9999-12-31,N
G8431,03,2014-01-01,9999-12-31,N
G8432,03,2014-01-01,9999-12-31,N
G8433,03,2014-01-01,9999-12-31,N
G8434,03,2014-01-01,2015-12-31,N
G8435,03,2014-01-01,2015-12-31,N
G8436,03,2014-01-01,2015-12-31,N
G8437,03,2014-01-01,2015-12-31,N
G8438,03,2014-01-01,2015-12-31,N
G8439,03,2014-01-01,2015-12-31,N
G8442,03,2014-01-01,2020-12-31,N
G8443,03,2014-01-01,2015-12-31,N
G8445,03,2014-01-01,2015-12-31,N
G8446,03,2014-01-01,2015-12-31,N
G8449,03,2014-01-01,2015-12-31,N
G8450,03,2014-01-01,9999-12-31,N
G8451,03,2014-01-01,9999-12-31,N
G8452,03,2014-01-01,9999-12-31,N
G8453,03,2014-01-01,2015-12-31,N
G8454,03,2014-01-01,2015-12-31,N
G8455,03,2014-01-01,2015-12-31,N
G8456,03,2014-01-01,2015-12-31,N
G8457,03,2014-01-01,2015-12-31,N
G8458,03,2014-01-01,2016-12-31,N
G8460,03,2014-01-01,2016-12-31,N
G8461,03,2014-01-01,2016-12-31,N
G8464,03,2014-01-01,2014-12-31,N
G8465,03,2014-01-01,9999-12-31,N
G8466,03,2014-01-01,2015-12-31,N
G8467,03,2014-01-01,2015-12-31,N
G8473,03,2014-01-01,9999-12-31,N
G8474,03,2014-01-01,9999-12-31,N
G8475,03,2014-01-01,9999-12-31,N
G8476,03,2014-01-01,9999-12-31,N
G8477,03,2014-01-01,9999-12-31,N
G8478,03,2014-01-01,9999-12-31,N
G8479,03,2014-01-01,2015-12-31,N
G8480,03,2014-01-01,2015-12-31,N
G8481,03,2014-01-01,2015-12-31,N
G8482,03,2014-01-01,2024-12-31,N
G8483,03,2014-01-01,2024-12-31,N
G8484,03,2014-01-01,2024-12-31,N
G8485,03,2014-01-01,2016-12-31,N
G8486,03,2014-01-01,2016-12-31,N
G8487,03,2014-01-01,2016-12-31,N
G8488,03,2014-01-01,2015-12-31,N
G8489,03,2014-01-01,2016-12-31,N
G8490,03,2014-01-01,2016-12-31,N
G8491,03,2014-01-01,2016-12-31,N
G8492,03,2014-01-01,2014-12-31,N
G8493,03,2014-01-01,2014-12-31,N
G8494,03,2014-01-01,2016-12-31,N
G8495,03,2014-01-01,2016-12-31,N
G8496,03,2014-01-01,2016-12-31,N
G8497,03,2014-01-01,2016-12-31,N
G8498,03,2014-01-01,2016-12-31,N
G8499,03,2014-01-01,2016-12-31,N
G8500,03,2014-01-01,2016-12-31,N
G8501,03,2014-01-01,2014-12-31,N
G8502,03,2014-01-01,2014-12-31,N
G8506,03,2014-01-01,2023-12-31,N
G8507,03,2014-01-01,2015-12-31,N
G8509,03,2014-01-01,2020-12-31,N
G8510,03,2014-01-01,9999-12-31,N
G8511,03,2014-01-01,9999-12-31,N
G8518,03,2014-01-01,2015-12-31,N
G8519,03,2014-01-01,2015-12-31,N
G8520,03,2014-01-01,2015-12-31,N
G8530,03,2014-01-01,2015-12-31,N
G8531,03,2014-01-01,2015-12-31,N
G8532,03,2014-01-01,2015-12-31,N
G8535,03,2014-01-01,9999-12-31,N
G8536,03,2014-01-01,9999-12-31,N
G8539,03,2014-01-01,9999-12-31,N
G8540,03,2014-01-01,9999-12-31,N
G8541,03,2014-01-01,9999-12-31,N
G8542,03,2014-01-01,9999-12-31,N
G8543,03,2014-01-01,9999-12-31,N
G8544,03,2014-01-01,2016-12-31,N
G8545,03,2014-01-01,2016-12-31,N
G8547,03,2014-01-01,2014-12-31,N
G8548,03,2014-01-01,2016-12-31,N
G8549,03,2014-01-01,2016-12-31,N
G8551,03,2014-01-01,2016-12-31,N
G8552,03,2014-01-01,2014-12-31,N
G8559,03,2014-01-01,9999-12-31,N
G8560,03,2014-01-01,9999-12-31,N
G8561,03,2014-01-01,9999-12-31,N
G8562,03,2014-01-01,9999-12-31,N
G8563,03,2014-01-01,9999-12-31,N
G8564,03,2014-01-01,9999-12-31,N
G8565,03,2014-01-01,9999-12-31,N
G8566,03,2014-01-01,9999-12-31,N
G8567,03,2014-01-01,9999-12-31,N
G8568,03,2014-01-01,9999-12-31,N
G8569,03,2014-01-01,9999-12-31,N
G8570,03,2014-01-01,9999-12-31,N
G8571,03,2014-01-01,2020-12-31,N
G8572,03,2014-01-01,2020-12-31,N
G8573,03,2014-01-01,2020-12-31,N
G8574,03,2014-01-01,2020-12-31,N
G8575,03,2014-01-01,9999-12-31,N
G8576,03,2014-01-01,9999-12-31,N
G8577,03,2014-01-01,9999-12-31,N
G8578,03,2014-01-01,9999-12-31,N
G8579,03,2014-01-01,2014-12-31,N
G8580,03,2014-01-01,2014-12-31,N
G8581,03,2014-01-01,2014-12-31,N
G8582,03,2014-01-01,2014-12-31,N
G8583,03,2014-01-01,2014-12-31,N
G8584,03,2014-01-01,2014-12-31,N
G8585,03,2014-01-01,2014-12-31,N
G8586,03,2014-01-01,2014-12-31,N
G8587,03,2014-01-01,2014-12-31,N
G8593,03,2014-01-01,2014-12-31,N
G8594,03,2014-01-01,2014-12-31,N
G8595,03,2014-01-01,2014-12-31,N
G8597,03,2014-01-01,2014-12-31,N
G8598,03,2014-01-01,9999-12-31,N
G8599,03,2014-01-01,9999-12-31,N
G8600,03,2014-01-01,9999-12-31,N
G8601,03,2014-01-01,9999-12-31,N
G8602,03,2014-01-01,9999-12-31,N
G8627,03,2014-01-01,2020-12-31,N
G8628,03,2014-01-01,2020-12-31,N
G8629,03,2014-01-01,2014-12-31,N
G8630,03,2014-01-01,2014-12-31,N
G8631,03,2014-01-01,2014-12-31,N
G8632,03,2014-01-01,2014-12-31,N
G8633,03,2014-01-01,9999-12-31,N
G8634,03,2014-01-01,2016-12-31,N
G8635,03,2014-01-01,9999-12-31,N
G8645,03,2014-01-01,2016-12-31,N
G8646,03,2014-01-01,2016-12-31,N
G8647,03,2014-01-01,9999-12-31,N
G8648,03,2014-01-01,9999-12-31,N
G8649,03,2014-01-01,2019-12-31,N
G8650,03,2014-01-01,9999-12-31,N
G8651,03,2014-01-01,9999-12-31,N
G8652,03,2014-01-01,9999-12-31,N
G8653,03,2014-01-01,2019-12-31,N
G8654,03,2014-01-01,9999-12-31,N
G8655,03,2014-01-01,9999-12-31,N
G8656,03,2014-01-01,9999-12-31,N
G8657,03,2014-01-01,2019-12-31,N
G8658,03,2014-01-01,9999-12-31,N
G8659,03,2014-01-01,9999-12-31,N
G8660,03,2014-01-01,9999-12-31,N
G8661,03,2014-01-01,9999-12-31,N
G8662,03,2014-01-01,9999-12-31,N
G8663,03,2014-01-01,9999-12-31,N
G8664,03,2014-01-01,9999-12-31,N
G8665,03,2014-01-01,2019-12-31,N
G8666,03,2014-01-01,9999-12-31,N
G8667,03,2014-01-01,9999-12-31,N
G8668,03,2014-01-01,9999-12-31,N
G8669,03,2014-01-01,2019-12-31,N
