DGNS_CD,DGNS_CD_EFF_STRT_DT,DGNS_CD_EFF_END_DT,MIN_AGE_DGNS_INCLUDE,MAX_AGE_DGNS_EXCLUDE,CC_AGE_SPLIT_MIN_AGE_INC,CC_AGE_SPLIT_MAX_AGE_EXC,CC_SEX_SPLIT,CC_CD,ACC_CD
Q931,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q932,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q933,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q934,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q937,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q9381,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q9388,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q9389,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q939,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q952,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q953,2015-10-01,2026-12-31,0,999,0,999,X,96,0
Q960,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q961,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q962,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q963,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q964,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q968,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q969,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q970,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q971,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q972,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q973,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q978,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q979,2015-10-01,2026-12-31,0,999,0,999,female,97,0
Q980,2015-10-01,2026-12-31,0,999,0,999,male,97,0
Q981,2015-10-01,2026-12-31,0,999,0,999,male,97,0
Q983,2015-10-01,2026-12-31,0,999,0,999,male,97,0
Q984,2015-10-01,2026-12-31,0,999,0,999,male,97,0
Q985,2015-10-01,2026-12-31,0,999,0,999,X,97,0
Q986,2015-10-01,2026-12-31,0,999,0,999,male,97,0
Q987,2015-10-01,2026-12-31,0,999,0,999,male,97,0
Q988,2015-10-01,2026-12-31,0,999,0,999,male,97,0
Q989,2015-10-01,2026-12-31,0,999,0,999,male,97,0
Q990,2015-10-01,2026-12-31,0,999,0,999,X,97,0
Q991,2015-10-01,2026-12-31,0,999,0,999,X,97,0
Q992,2015-10-01,2026-12-31,0,999,0,999,X,97,0
Q998,2015-10-01,2026-12-31,0,999,0,999,X,97,0
Q999,2015-10-01,2026-12-31,0,999,0,999,X,97,0
R092,2015-10-01,2026-12-31,0,999,0,999,X,126,0
R4020,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402110,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402111,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402112,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402113,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402114,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402120,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402121,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402122,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402123,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402124,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402210,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402211,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402212,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402213,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402214,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402220,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402221,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402222,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402223,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402224,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402310,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402311,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402312,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402313,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402314,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402320,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402321,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402322,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402323,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402324,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R402430,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402431,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402432,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402433,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402434,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402440,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402441,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402442,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402443,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R402444,2016-10-01,2026-12-31,0,999,0,999,X,122,0
R403,2015-10-01,2026-12-31,0,999,0,999,X,122,0
R532,2015-10-01,2026-12-31,0,999,0,999,X,107,0
R5600,2015-10-01,2026-12-31,0,999,0,999,X,120,0
R5601,2015-10-01,2026-12-31,0,999,0,999,X,120,0
R561,2015-10-01,2026-12-31,0,999,0,999,X,120,0
R569,2015-10-01,2026-12-31,0,999,0,999,X,120,0
R570,2015-10-01,2026-12-31,0,999,0,999,X,127,0
R571,2015-10-01,2026-12-31,0,999,0,999,X,2,0
R578,2015-10-01,2026-12-31,0,999,0,999,X,2,0
R579,2015-10-01,2026-12-31,0,999,0,999,X,127,0
R64,2015-10-01,2026-12-31,0,999,0,999,X,23,0
R6510,2015-10-01,2026-12-31,0,999,0,999,X,2,0
R6511,2015-10-01,2026-12-31,0,999,0,999,X,2,0
R6520,2015-10-01,2026-12-31,0,999,0,999,X,2,0
R6521,2015-10-01,2026-12-31,0,999,0,999,X,2,0
S140XXA,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S140XXD,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S140XXS,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14101A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14101D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14101S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14102A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14102D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14102S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14103A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14103D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14103S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14104A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14104D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14104S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14105A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14105D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14105S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14106A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14106D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14106S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14107A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14107D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14107S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14108A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14108D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14108S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14109A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14109D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14109S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14111A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14111D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14111S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14112A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14112D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14112S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14113A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14113D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14113S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14114A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14114D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14114S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14115A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14115D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14115S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14116A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14116D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14116S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14117A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14117D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14117S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14118A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14118D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14118S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14119A,2015-10-01,2026-12-31,0,999,0,999,X,106,0
S14119D,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14119S,2015-10-01,2026-12-31,0,999,0,999,X,107,0
S14121A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14121D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14121S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14122A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14122D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14122S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14123A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14123D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14123S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14124A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14124D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14124S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14125A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14125D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14125S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14126A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14126D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14126S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14127A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14127D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14127S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14128A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14128D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14128S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14129A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14129D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14129S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14131A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14131D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14131S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14132A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14132D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14132S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14133A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14133D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14133S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14134A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14134D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14134S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14135A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14135D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14135S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14136A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14136D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14136S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14137A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14137D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14137S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14138A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14138D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14138S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14139A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14139D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14139S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14141A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14141D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14141S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14142A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14142D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14142S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14143A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14143D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14143S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14144A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14144D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14144S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14145A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14145D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14145S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14146A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14146D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14146S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14147A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14147D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14147S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14148A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14148D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14148S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14149A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14149D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14149S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14151A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14151D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14151S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14152A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14152D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14152S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14153A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14153D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14153S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14154A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14154D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14154S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14155A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14155D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14155S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14156A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14156D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14156S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14157A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14157D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14157S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14158A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14158D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14158S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14159A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14159D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S14159S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S240XXA,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S240XXD,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S240XXS,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24101A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24101D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24101S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24102A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24102D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24102S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24103A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24103D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24103S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24104A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24104D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24104S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24109A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24109D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24109S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24111A,2015-10-01,2026-12-31,0,999,0,999,X,108,0
S24111D,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24111S,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24112A,2015-10-01,2026-12-31,0,999,0,999,X,108,0
S24112D,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24112S,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24113A,2015-10-01,2026-12-31,0,999,0,999,X,108,0
S24113D,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24113S,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24114A,2015-10-01,2026-12-31,0,999,0,999,X,108,0
S24114D,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24114S,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24119A,2015-10-01,2026-12-31,0,999,0,999,X,108,0
S24119D,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24119S,2015-10-01,2026-12-31,0,999,0,999,X,109,0
S24131A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24131D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24131S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24132A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24132D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24132S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24133A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24133D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24133S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24134A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24134D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24134S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24139A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24139D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24139S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24141A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24141D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24141S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24142A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24142D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24142S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24143A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24143D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24143S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24144A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24144D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24144S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24149A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24149D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24149S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24151A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24151D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24151S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24152A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24152D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24152S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24153A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24153D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24153S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24154A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24154D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24154S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24159A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24159D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S24159S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S3401XA,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S3401XD,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S3401XS,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S3402XA,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S3402XD,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S3402XS,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34101A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34101D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34101S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34102A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34102D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34102S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34103A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34103D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34103S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34104A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34104D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34104S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34105A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34105D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34105S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34109A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34109D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34109S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34111A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34111D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34111S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34112A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34112D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34112S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34113A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34113D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34113S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34114A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34114D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34114S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34115A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34115D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34115S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34119A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34119D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34119S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34121A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34121D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34121S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34122A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34122D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34122S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34123A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34123D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34123S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34124A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34124D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34124S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34125A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34125D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34125S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34129A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34129D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34129S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34131A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34131D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34131S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34132A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34132D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34132S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34139A,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34139D,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S34139S,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S343XXA,2015-10-01,2026-12-31,0,999,0,999,X,110,0
S72001A,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72001B,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72001C,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72002A,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72002B,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72002C,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72009A,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72009B,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72009C,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72011A,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72011B,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72011C,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72012A,2015-10-01,2026-12-31,0,999,0,999,X,226,0
S72012B,2015-10-01,2026-12-31,0,999,0,999,X,226,0
